weekDay,timeInHour,timeInMin,numOfpeople,numOfpeopleNextmin
6,15,50,45,41
6,15,51,41,43
6,15,52,43,41
6,15,53,41,46
6,15,54,46,44
6,15,55,44,51
6,15,56,51,45
6,15,57,45,49
6,15,58,49,48
6,15,59,48,48
6,16,0,48,56
6,16,1,56,53
6,16,2,53,54
6,16,3,54,50
6,16,4,50,49
6,16,5,49,48
6,16,6,48,55
6,16,7,55,60
6,16,8,60,60
6,16,9,60,52
6,16,10,52,55
6,16,11,55,60
6,16,12,60,48
6,16,13,48,45
6,16,14,45,49
6,16,15,49,45
6,16,16,45,46
6,16,17,46,47
6,16,18,47,43
6,16,19,43,42
6,16,20,42,45
6,16,21,45,41
6,16,22,41,47
6,16,23,47,42
6,16,24,42,49
6,16,25,49,52
6,16,26,52,48
6,16,27,48,57
6,16,28,57,55
6,16,29,55,50
6,16,30,50,60
6,16,31,60,59
6,16,32,59,59
6,16,33,59,59
6,16,34,59,62
6,16,35,62,55
6,16,36,55,64
6,16,37,64,69
6,16,38,69,67
6,16,39,67,69
6,16,40,69,72
6,16,41,72,65
6,16,42,65,73
6,16,43,73,78
6,16,44,78,80
6,16,45,80,77
6,16,46,77,80
6,16,47,80,79
6,16,48,79,65
6,16,49,65,71
6,16,50,71,65
6,16,51,65,72
6,16,52,72,68
6,16,53,68,67
6,16,54,67,61
6,16,55,61,59
6,16,56,59,58
6,16,57,58,59
6,16,58,59,57
6,16,59,57,59
6,17,0,59,51
6,17,1,51,48
6,17,2,48,53
6,17,3,53,53
6,17,4,53,57
6,17,5,57,57
6,17,6,57,49
6,17,7,49,45
6,17,8,45,47
6,17,9,47,50
6,17,10,50,48
6,17,11,48,44
6,17,12,44,42
6,17,13,42,43
6,17,14,43,46
6,17,15,46,46
6,17,16,46,39
6,17,17,39,40
6,17,18,40,36
6,17,19,36,32
6,17,20,32,32
6,17,21,32,34
6,17,22,34,38
6,17,23,38,39
6,17,24,39,33
6,17,25,33,35
6,17,26,35,35
6,17,27,35,36
6,17,28,36,34
6,17,29,34,36
6,17,30,36,32
6,17,31,32,30
6,17,32,30,33
6,17,33,33,28
6,17,34,28,31
6,17,35,31,32
6,17,36,32,46
6,17,37,46,40
6,17,38,40,38
6,17,39,38,47
6,17,40,47,45
6,17,41,45,38
6,17,42,38,47
6,17,43,47,49
6,17,44,49,44
6,17,45,44,45
6,17,46,45,45
6,17,47,45,49
6,17,48,49,53
6,17,49,53,55
6,17,50,55,50
6,17,51,50,55
6,17,52,55,55
6,17,53,55,54
6,17,54,54,65
6,17,55,65,66
6,17,56,66,66
6,17,57,66,62
6,17,58,62,62
6,17,59,62,61
6,18,0,61,66
6,18,1,66,66
6,18,2,66,71
6,18,3,71,66
6,18,4,66,69
6,18,5,69,67
6,18,6,67,66
6,18,7,66,75
6,18,8,75,69
6,18,9,69,73
6,18,10,73,66
6,18,11,66,69
6,18,12,69,74
6,18,13,74,81
6,18,14,81,76
6,18,15,76,76
6,18,16,76,76
6,18,17,76,76
6,18,18,76,86
6,18,19,86,86
6,18,20,86,83
6,18,21,83,87
6,18,22,87,92
6,18,23,92,89
6,18,24,89,88
6,18,25,88,89
6,18,26,89,94
6,18,27,94,89
6,18,28,89,90
6,18,29,90,97
6,18,30,97,91
6,18,31,91,86
6,18,32,86,93
6,18,33,93,94
6,18,34,94,95
6,18,35,95,89
6,18,36,89,77
6,18,37,77,77
6,18,38,77,84
6,18,39,84,77
6,18,40,77,75
6,18,41,75,81
6,18,42,81,71
6,18,43,71,69
6,18,44,69,67
6,18,45,67,66
6,18,46,66,65
6,18,47,65,65
6,18,48,65,60
6,18,49,60,58
6,18,50,58,59
6,18,51,59,59
6,18,52,59,60
6,18,53,60,61
6,18,54,61,52
6,18,55,52,45
6,18,56,45,47
6,18,57,47,45
6,18,58,45,46
6,18,59,46,43
6,19,0,43,42
6,19,1,42,43
6,19,2,43,45
6,19,3,45,45
6,19,4,45,42
6,19,5,42,44
6,19,6,44,44
6,19,7,44,38
6,19,8,38,40
6,19,9,40,37
6,19,10,37,44
6,19,11,44,38
6,19,12,38,44
6,19,13,44,38
6,19,14,38,46
6,19,15,46,39
6,19,16,39,44
6,19,17,44,38
6,19,18,38,36
6,19,19,36,42
6,19,20,42,37
6,19,21,37,42
6,19,22,42,41
6,19,23,41,36
6,19,24,36,39
6,19,25,39,38
6,19,26,38,31
6,19,27,31,32
6,19,28,32,32
6,19,29,32,34
6,19,30,34,36
6,19,31,36,33
6,19,32,33,31
6,19,33,31,35
6,19,34,35,34
6,19,35,34,34
6,19,36,34,28
6,19,37,28,37
6,19,38,37,37
6,19,39,37,37
6,19,40,37,32
6,19,41,32,32
6,19,42,32,30
6,19,43,30,34
6,19,44,34,31
6,19,45,31,35
6,19,46,35,31
6,19,47,31,31
6,19,48,31,25
6,19,49,25,29
6,19,50,29,30
6,19,51,30,25
6,19,52,25,31
6,19,53,31,34
6,19,54,34,31
6,19,55,31,29
6,19,56,29,28
6,19,57,28,28
6,19,58,28,34
6,19,59,34,30
7,9,0,0,3
7,9,1,3,1
7,9,2,1,1
7,9,3,1,4
7,9,4,4,2
7,9,5,2,7
7,9,6,7,8
7,9,7,8,7
7,9,8,7,5
7,9,9,5,0
7,9,10,0,8
7,9,11,8,3
7,9,12,3,5
7,9,13,5,14
7,9,14,14,12
7,9,15,12,14
7,9,16,14,10
7,9,17,10,8
7,9,18,8,7
7,9,19,7,10
7,9,20,10,14
7,9,21,14,14
7,9,22,14,12
7,9,23,12,12
7,9,24,12,11
7,9,25,11,7
7,9,26,7,10
7,9,27,10,13
7,9,28,13,13
7,9,29,13,6
7,9,30,6,6
7,9,31,6,14
7,9,32,14,6
7,9,33,6,10
7,9,34,10,11
7,9,35,11,8
7,9,36,8,14
7,9,37,14,13
7,9,38,13,19
7,9,39,19,19
7,9,40,19,10
7,9,41,10,11
7,9,42,11,22
7,9,43,22,23
7,9,44,23,22
7,9,45,22,21
7,9,46,21,20
7,9,47,20,23
7,9,48,23,14
7,9,49,14,8
7,9,50,8,9
7,9,51,9,12
7,9,52,12,16
7,9,53,16,10
7,9,54,10,6
7,9,55,6,14
7,9,56,14,12
7,9,57,12,11
7,9,58,11,13
7,9,59,13,8
7,10,0,0,15
7,10,1,15,19
7,10,2,19,20
7,10,3,20,18
7,10,4,18,15
7,10,5,15,16
7,10,6,16,26
7,10,7,26,28
7,10,8,28,20
7,10,9,20,23
7,10,10,23,24
7,10,11,24,28
7,10,12,28,30
7,10,13,30,33
7,10,14,33,31
7,10,15,31,31
7,10,16,31,37
7,10,17,37,38
7,10,18,38,34
7,10,19,34,30
7,10,20,30,30
7,10,21,30,36
7,10,22,36,31
7,10,23,31,32
7,10,24,32,20
7,10,25,20,27
7,10,26,27,24
7,10,27,24,24
7,10,28,24,26
7,10,29,26,21
7,10,30,21,25
7,10,31,25,27
7,10,32,27,24
7,10,33,24,27
7,10,34,27,26
7,10,35,26,20
7,10,36,20,20
7,10,37,20,18
7,10,38,18,17
7,10,39,17,22
7,10,40,22,17
7,10,41,17,16
7,10,42,16,23
7,10,43,23,26
7,10,44,26,29
7,10,45,29,29
7,10,46,29,29
7,10,47,29,28
7,10,48,28,31
7,10,49,31,36
7,10,50,36,36
7,10,51,36,34
7,10,52,34,31
7,10,53,31,35
7,10,54,35,32
7,10,55,32,35
7,10,56,35,39
7,10,57,39,33
7,10,58,33,39
7,10,59,39,39
7,11,0,39,43
7,11,1,43,47
7,11,2,47,42
7,11,3,42,46
7,11,4,46,44
7,11,5,44,40
7,11,6,40,42
7,11,7,42,43
7,11,8,43,36
7,11,9,36,38
7,11,10,38,39
7,11,11,39,43
7,11,12,43,46
7,11,13,46,45
7,11,14,45,41
7,11,15,41,48
7,11,16,48,44
7,11,17,44,44
7,11,18,44,51
7,11,19,51,54
7,11,20,54,49
7,11,21,49,51
7,11,22,51,50
7,11,23,50,48
7,11,24,48,63
7,11,25,63,63
7,11,26,63,59
7,11,27,59,61
7,11,28,61,64
7,11,29,64,56
7,11,30,56,33
7,11,31,33,34
7,11,32,34,37
7,11,33,37,37
7,11,34,37,38
7,11,35,38,33
7,11,36,33,25
7,11,37,25,20
7,11,38,20,28
7,11,39,28,23
7,11,40,23,24
7,11,41,24,20
7,11,42,20,23
7,11,43,23,24
7,11,44,24,22
7,11,45,22,19
7,11,46,19,22
7,11,47,22,15
7,11,48,15,10
7,11,49,10,14
7,11,50,14,17
7,11,51,17,10
7,11,52,10,10
7,11,53,10,19
7,11,54,19,14
7,11,55,14,14
7,11,56,14,10
7,11,57,10,17
7,11,58,17,11
7,11,59,11,13
7,12,0,13,14
7,12,1,14,15
7,12,2,15,14
7,12,3,14,17
7,12,4,17,9
7,12,5,9,13
7,12,6,13,9
7,12,7,9,6
7,12,8,6,8
7,12,9,8,13
7,12,10,13,10
7,12,11,10,10
7,12,12,10,13
7,12,13,13,12
7,12,14,12,13
7,12,15,13,14
7,12,16,14,9
7,12,17,9,8
7,12,18,8,9
7,12,19,9,8
7,12,20,8,10
7,12,21,10,11
7,12,22,11,7
7,12,23,7,6
7,12,24,6,18
7,12,25,18,12
7,12,26,12,12
7,12,27,12,14
7,12,28,14,10
7,12,29,10,11
7,12,30,11,9
7,12,31,9,9
7,12,32,9,13
7,12,33,13,6
7,12,34,6,8
7,12,35,8,5
7,12,36,5,9
7,12,37,9,12
7,12,38,12,8
7,12,39,8,10
7,12,40,10,14
7,12,41,14,13
7,12,42,13,10
7,12,43,10,14
7,12,44,14,9
7,12,45,9,8
7,12,46,8,8
7,12,47,8,14
7,12,48,14,14
7,12,49,14,16
7,12,50,16,11
7,12,51,11,16
7,12,52,16,16
7,12,53,16,11
7,12,54,11,11
7,12,55,11,14
7,12,56,14,17
7,12,57,17,18
7,12,58,18,15
7,12,59,15,16
7,13,0,16,15
7,13,1,15,9
7,13,2,9,15
7,13,3,15,17
7,13,4,17,13
7,13,5,13,16
7,13,6,16,12
7,13,7,12,11
7,13,8,11,8
7,13,9,8,14
7,13,10,14,8
7,13,11,8,9
7,13,12,9,7
7,13,13,7,12
7,13,14,12,14
7,13,15,14,9
7,13,16,9,14
7,13,17,14,9
7,13,18,9,9
7,13,19,9,11
7,13,20,11,6
7,13,21,6,7
7,13,22,7,9
7,13,23,9,11
7,13,24,11,16
7,13,25,16,15
7,13,26,15,13
7,13,27,13,12
7,13,28,12,13
7,13,29,13,17
7,13,30,17,10
7,13,31,10,10
7,13,32,10,13
7,13,33,13,10
7,13,34,10,10
7,13,35,10,7
7,13,36,7,13
7,13,37,13,11
7,13,38,11,13
7,13,39,13,11
7,13,40,11,8
7,13,41,8,14
7,13,42,14,6
7,13,43,6,12
7,13,44,12,8
7,13,45,8,13
7,13,46,13,9
7,13,47,9,11
7,13,48,11,8
7,13,49,8,11
7,13,50,11,12
7,13,51,12,13
7,13,52,13,10
7,13,53,10,14
7,13,54,14,9
7,13,55,9,14
7,13,56,14,16
7,13,57,16,14
7,13,58,14,14
7,13,59,14,17
7,14,0,17,17
7,14,1,17,18
7,14,2,18,15
7,14,3,15,18
7,14,4,18,10
7,14,5,10,14
7,14,6,14,17
7,14,7,17,18
7,14,8,18,19
7,14,9,19,13
7,14,10,13,15
7,14,11,15,16
7,14,12,16,5
7,14,13,5,10
7,14,14,10,14
7,14,15,14,5
7,14,16,5,7
7,14,17,7,9
7,14,18,9,12
7,14,19,12,8
7,14,20,8,8
7,14,21,8,9
7,14,22,9,9
7,14,23,9,15
7,14,24,15,18
7,14,25,18,11
7,14,26,11,14
7,14,27,14,18
7,14,28,18,10
7,14,29,10,14
7,14,30,14,24
7,14,31,24,17
7,14,32,17,17
7,14,33,17,16
7,14,34,16,23
7,14,35,23,17
7,14,36,17,21
7,14,37,21,21
7,14,38,21,29
7,14,39,29,21
7,14,40,21,24
7,14,41,24,24
7,14,42,24,14
7,14,43,14,15
7,14,44,15,18
7,14,45,18,17
7,14,46,17,23
7,14,47,23,20
7,14,48,20,11
7,14,49,11,16
7,14,50,16,12
7,14,51,12,12
7,14,52,12,8
7,14,53,8,13
7,14,54,13,18
7,14,55,18,17
7,14,56,17,17
7,14,57,17,17
7,14,58,17,9
7,14,59,9,17
7,15,0,17,20
7,15,1,20,24
7,15,2,24,17
7,15,3,17,20
7,15,4,20,18
7,15,5,18,21
7,15,6,21,19
7,15,7,19,20
7,15,8,20,26
7,15,9,26,23
7,15,10,23,18
7,15,11,18,21
7,15,12,21,14
7,15,13,14,18
7,15,14,18,16
7,15,15,16,18
7,15,16,18,21
7,15,17,21,21
7,15,18,21,25
7,15,19,25,27
7,15,20,27,23
7,15,21,23,22
7,15,22,22,21
7,15,23,21,19
7,15,24,19,28
7,15,25,28,27
7,15,26,27,29
7,15,27,29,27
7,15,28,27,24
7,15,29,24,24
7,15,30,24,28
7,15,31,28,25
7,15,32,25,30
7,15,33,30,32
7,15,34,32,33
7,15,35,33,33
7,15,36,33,25
7,15,37,25,19
7,15,38,19,23
7,15,39,23,24
7,15,40,24,16
7,15,41,16,23
7,15,42,23,17
7,15,43,17,16
7,15,44,16,20
7,15,45,20,17
7,15,46,17,16
7,15,47,16,22
7,15,48,22,20
7,15,49,20,21
7,15,50,21,24
7,15,51,24,27
7,15,52,27,25
7,15,53,25,26
7,15,54,26,22
7,15,55,22,21
7,15,56,21,29
7,15,57,29,25
7,15,58,25,25
7,15,59,25,25
7,16,0,25,28
7,16,1,28,30
7,16,2,30,27
7,16,3,27,31
7,16,4,31,26
7,16,5,26,31
7,16,6,31,32
7,16,7,32,29
7,16,8,29,34
7,16,9,34,33
7,16,10,33,35
7,16,11,35,34
7,16,12,34,29
7,16,13,29,28
7,16,14,28,25
7,16,15,25,27
7,16,16,27,21
7,16,17,21,20
7,16,18,20,21
7,16,19,21,23
7,16,20,23,19
7,16,21,19,21
7,16,22,21,23
7,16,23,23,26
7,16,24,26,33
7,16,25,33,31
7,16,26,31,26
7,16,27,26,31
7,16,28,31,33
7,16,29,33,31
7,16,30,31,34
7,16,31,34,38
7,16,32,38,36
7,16,33,36,31
7,16,34,31,39
7,16,35,39,32
7,16,36,32,46
7,16,37,46,47
7,16,38,47,44
7,16,39,44,43
7,16,40,43,48
7,16,41,48,40
7,16,42,40,49
7,16,43,49,51
7,16,44,51,50
7,16,45,50,57
7,16,46,57,56
7,16,47,56,51
7,16,48,51,44
7,16,49,44,46
7,16,50,46,43
7,16,51,43,45
7,16,52,45,45
7,16,53,45,51
7,16,54,51,32
7,16,55,32,30
7,16,56,30,31
7,16,57,31,35
7,16,58,35,34
7,16,59,34,35
7,17,0,35,25
7,17,1,25,26
7,17,2,26,30
7,17,3,30,25
7,17,4,25,27
7,17,5,27,29
7,17,6,29,24
7,17,7,24,26
7,17,8,26,23
7,17,9,23,27
7,17,10,27,26
7,17,11,26,21
7,17,12,21,19
7,17,13,19,21
7,17,14,21,19
7,17,15,19,15
7,17,16,15,22
7,17,17,22,17
7,17,18,17,12
7,17,19,12,17
7,17,20,17,14
7,17,21,14,10
7,17,22,10,13
7,17,23,13,13
7,17,24,13,8
7,17,25,8,6
7,17,26,6,6
7,17,27,6,5
7,17,28,5,8
7,17,29,8,13
7,17,30,13,10
7,17,31,10,7
7,17,32,7,11
7,17,33,11,9
7,17,34,9,7
7,17,35,7,6
7,17,36,6,24
7,17,37,24,16
7,17,38,16,15
7,17,39,15,15
7,17,40,15,23
7,17,41,23,16
7,17,42,16,21
7,17,43,21,27
7,17,44,27,22
7,17,45,22,24
7,17,46,24,23
7,17,47,23,20
7,17,48,20,32
7,17,49,32,23
7,17,50,23,29
7,17,51,29,25
7,17,52,25,23
7,17,53,23,24
7,17,54,24,35
7,17,55,35,35
7,17,56,35,44
7,17,57,44,40
7,17,58,40,42
7,17,59,42,38
7,18,0,38,49
7,18,1,49,41
7,18,2,41,47
7,18,3,47,43
7,18,4,43,46
7,18,5,46,48
7,18,6,48,45
7,18,7,45,48
7,18,8,48,51
7,18,9,51,52
7,18,10,52,48
7,18,11,48,49
7,18,12,49,51
7,18,13,51,59
7,18,14,59,54
7,18,15,54,59
7,18,16,59,55
7,18,17,55,50
7,18,18,50,67
7,18,19,67,65
7,18,20,65,67
7,18,21,67,62
7,18,22,62,67
7,18,23,67,62
7,18,24,62,72
7,18,25,72,69
7,18,26,69,66
7,18,27,66,66
7,18,28,66,66
7,18,29,66,66
7,18,30,66,67
7,18,31,67,66
7,18,32,66,65
7,18,33,65,69
7,18,34,69,68
7,18,35,68,66
7,18,36,66,57
7,18,37,57,55
7,18,38,55,52
7,18,39,52,54
7,18,40,54,58
7,18,41,58,52
7,18,42,52,42
7,18,43,42,43
7,18,44,43,43
7,18,45,43,45
7,18,46,45,41
7,18,47,41,41
7,18,48,41,40
7,18,49,40,37
7,18,50,37,35
7,18,51,35,36
7,18,52,36,39
7,18,53,39,34
7,18,54,34,23
7,18,55,23,21
7,18,56,21,20
7,18,57,20,29
7,18,58,29,24
7,18,59,24,25
7,19,0,25,20
7,19,1,20,15
7,19,2,15,16
7,19,3,16,21
7,19,4,21,22
7,19,5,22,24
7,19,6,24,13
7,19,7,13,19
7,19,8,19,17
7,19,9,17,15
7,19,10,15,17
7,19,11,17,22
7,19,12,22,21
7,19,13,21,20
7,19,14,20,16
7,19,15,16,17
7,19,16,17,19
7,19,17,19,22
7,19,18,22,14
7,19,19,14,16
7,19,20,16,15
7,19,21,15,18
7,19,22,18,15
7,19,23,15,14
7,19,24,14,17
7,19,25,17,16
7,19,26,16,16
7,19,27,16,12
7,19,28,12,9
7,19,29,9,10
7,19,30,10,11
7,19,31,11,10
7,19,32,10,16
7,19,33,16,7
7,19,34,7,12
7,19,35,12,16
7,19,36,16,13
7,19,37,13,11
7,19,38,11,12
7,19,39,12,14
7,19,40,14,5
7,19,41,5,11
7,19,42,11,10
7,19,43,10,6
7,19,44,6,5
7,19,45,5,3
7,19,46,3,4
7,19,47,4,4
7,19,48,4,7
7,19,49,7,7
7,19,50,7,5
7,19,51,5,6
7,19,52,6,7
7,19,53,7,11
7,19,54,11,4
7,19,55,4,7
7,19,56,7,8
7,19,57,8,3
7,19,58,3,8
7,19,59,8,2
1,9,0,0,7
1,9,1,7,9
1,9,2,9,1
1,9,3,1,1
1,9,4,1,1
1,9,5,1,4
1,9,6,4,0
1,9,7,0,4
1,9,8,4,3
1,9,9,3,7
1,9,10,7,8
1,9,11,8,4
1,9,12,4,7
1,9,13,7,5
1,9,14,5,5
1,9,15,5,10
1,9,16,10,7
1,9,17,7,13
1,9,18,13,12
1,9,19,12,12
1,9,20,12,12
1,9,21,12,11
1,9,22,11,13
1,9,23,13,11
1,9,24,11,13
1,9,25,13,12
1,9,26,12,6
1,9,27,6,10
1,9,28,10,14
1,9,29,14,14
1,9,30,14,5
1,9,31,5,12
1,9,32,12,6
1,9,33,6,5
1,9,34,5,10
1,9,35,10,5
1,9,36,5,17
1,9,37,17,10
1,9,38,10,13
1,9,39,13,13
1,9,40,13,13
1,9,41,13,10
1,9,42,10,15
1,9,43,15,17
1,9,44,17,17
1,9,45,17,21
1,9,46,21,16
1,9,47,16,15
1,9,48,15,12
1,9,49,12,10
1,9,50,10,16
1,9,51,16,17
1,9,52,17,9
1,9,53,9,14
1,9,54,14,14
1,9,55,14,5
1,9,56,5,7
1,9,57,7,14
1,9,58,14,8
1,9,59,8,7
1,10,0,0,34
1,10,1,34,29
1,10,2,29,29
1,10,3,29,33
1,10,4,33,33
1,10,5,33,32
1,10,6,32,37
1,10,7,37,36
1,10,8,36,43
1,10,9,43,41
1,10,10,41,42
1,10,11,42,36
1,10,12,36,47
1,10,13,47,45
1,10,14,45,48
1,10,15,48,54
1,10,16,54,52
1,10,17,52,47
1,10,18,47,50
1,10,19,50,47
1,10,20,47,47
1,10,21,47,48
1,10,22,48,47
1,10,23,47,48
1,10,24,48,38
1,10,25,38,39
1,10,26,39,43
1,10,27,43,41
1,10,28,41,42
1,10,29,42,41
1,10,30,41,36
1,10,31,36,39
1,10,32,39,38
1,10,33,38,38
1,10,34,38,37
1,10,35,37,40
1,10,36,40,35
1,10,37,35,33
1,10,38,33,37
1,10,39,37,34
1,10,40,34,34
1,10,41,34,37
1,10,42,37,36
1,10,43,36,36
1,10,44,36,39
1,10,45,39,42
1,10,46,42,35
1,10,47,35,39
1,10,48,39,49
1,10,49,49,52
1,10,50,52,45
1,10,51,45,48
1,10,52,48,46
1,10,53,46,48
1,10,54,48,48
1,10,55,48,46
1,10,56,46,51
1,10,57,51,50
1,10,58,50,51
1,10,59,51,48
1,11,0,48,58
1,11,1,58,61
1,11,2,61,62
1,11,3,62,55
1,11,4,55,64
1,11,5,64,62
1,11,6,62,50
1,11,7,50,52
1,11,8,52,56
1,11,9,56,51
1,11,10,51,55
1,11,11,55,52
1,11,12,52,61
1,11,13,61,55
1,11,14,55,57
1,11,15,57,63
1,11,16,63,56
1,11,17,56,63
1,11,18,63,64
1,11,19,64,66
1,11,20,66,67
1,11,21,67,64
1,11,22,64,65
1,11,23,65,63
1,11,24,63,74
1,11,25,74,73
1,11,26,73,73
1,11,27,73,78
1,11,28,78,74
1,11,29,74,71
1,11,30,71,48
1,11,31,48,45
1,11,32,45,50
1,11,33,50,46
1,11,34,46,45
1,11,35,45,48
1,11,36,48,37
1,11,37,37,39
1,11,38,39,43
1,11,39,43,38
1,11,40,38,35
1,11,41,35,37
1,11,42,37,39
1,11,43,39,36
1,11,44,36,37
1,11,45,37,34
1,11,46,34,36
1,11,47,36,37
1,11,48,37,27
1,11,49,27,30
1,11,50,30,29
1,11,51,29,27
1,11,52,27,33
1,11,53,33,27
1,11,54,27,33
1,11,55,33,32
1,11,56,32,28
1,11,57,28,29
1,11,58,29,31
1,11,59,31,34
1,12,0,34,27
1,12,1,27,23
1,12,2,23,23
1,12,3,23,26
1,12,4,26,31
1,12,5,31,27
1,12,6,27,25
1,12,7,25,21
1,12,8,21,25
1,12,9,25,26
1,12,10,26,29
1,12,11,29,27
1,12,12,27,31
1,12,13,31,25
1,12,14,25,31
1,12,15,31,22
1,12,16,22,25
1,12,17,25,29
1,12,18,29,28
1,12,19,28,28
1,12,20,28,27
1,12,21,27,23
1,12,22,23,25
1,12,23,25,25
1,12,24,25,29
1,12,25,29,29
1,12,26,29,29
1,12,27,29,33
1,12,28,33,34
1,12,29,34,25
1,12,30,25,27
1,12,31,27,22
1,12,32,22,26
1,12,33,26,24
1,12,34,24,20
1,12,35,20,22
1,12,36,22,27
1,12,37,27,27
1,12,38,27,30
1,12,39,30,28
1,12,40,28,27
1,12,41,27,29
1,12,42,29,26
1,12,43,26,21
1,12,44,21,28
1,12,45,28,26
1,12,46,26,24
1,12,47,24,28
1,12,48,28,30
1,12,49,30,28
1,12,50,28,23
1,12,51,23,27
1,12,52,27,26
1,12,53,26,24
1,12,54,24,24
1,12,55,24,32
1,12,56,32,32
1,12,57,32,25
1,12,58,25,25
1,12,59,25,26
1,13,0,26,24
1,13,1,24,29
1,13,2,29,27
1,13,3,27,27
1,13,4,27,24
1,13,5,24,24
1,13,6,24,22
1,13,7,22,22
1,13,8,22,21
1,13,9,21,28
1,13,10,28,25
1,13,11,25,21
1,13,12,21,24
1,13,13,24,30
1,13,14,30,31
1,13,15,31,26
1,13,16,26,24
1,13,17,24,26
1,13,18,26,21
1,13,19,21,26
1,13,20,26,30
1,13,21,30,26
1,13,22,26,21
1,13,23,21,27
1,13,24,27,34
1,13,25,34,30
1,13,26,30,32
1,13,27,32,26
1,13,28,26,28
1,13,29,28,30
1,13,30,30,24
1,13,31,24,22
1,13,32,22,25
1,13,33,25,23
1,13,34,23,21
1,13,35,21,28
1,13,36,28,31
1,13,37,31,26
1,13,38,26,29
1,13,39,29,23
1,13,40,23,29
1,13,41,29,30
1,13,42,30,24
1,13,43,24,21
1,13,44,21,29
1,13,45,29,24
1,13,46,24,29
1,13,47,29,21
1,13,48,21,29
1,13,49,29,23
1,13,50,23,32
1,13,51,32,26
1,13,52,26,29
1,13,53,29,27
1,13,54,27,28
1,13,55,28,31
1,13,56,31,33
1,13,57,33,26
1,13,58,26,29
1,13,59,29,33
1,14,0,33,33
1,14,1,33,28
1,14,2,28,31
1,14,3,31,33
1,14,4,33,34
1,14,5,34,33
1,14,6,33,29
1,14,7,29,31
1,14,8,31,29
1,14,9,29,35
1,14,10,35,32
1,14,11,32,32
1,14,12,32,26
1,14,13,26,26
1,14,14,26,25
1,14,15,25,24
1,14,16,24,27
1,14,17,27,23
1,14,18,23,25
1,14,19,25,29
1,14,20,29,30
1,14,21,30,26
1,14,22,26,31
1,14,23,31,30
1,14,24,30,31
1,14,25,31,29
1,14,26,29,30
1,14,27,30,25
1,14,28,25,28
1,14,29,28,34
1,14,30,34,37
1,14,31,37,38
1,14,32,38,38
1,14,33,38,35
1,14,34,35,38
1,14,35,38,35
1,14,36,35,37
1,14,37,37,40
1,14,38,40,41
1,14,39,41,39
1,14,40,39,35
1,14,41,35,40
1,14,42,40,31
1,14,43,31,31
1,14,44,31,29
1,14,45,29,37
1,14,46,37,34
1,14,47,34,35
1,14,48,35,26
1,14,49,26,32
1,14,50,32,24
1,14,51,24,30
1,14,52,30,29
1,14,53,29,32
1,14,54,32,33
1,14,55,33,26
1,14,56,26,29
1,14,57,29,24
1,14,58,24,25
1,14,59,25,26
1,15,0,26,30
1,15,1,30,37
1,15,2,37,35
1,15,3,35,32
1,15,4,32,31
1,15,5,31,31
1,15,6,31,33
1,15,7,33,34
1,15,8,34,32
1,15,9,32,41
1,15,10,41,36
1,15,11,36,35
1,15,12,35,28
1,15,13,28,36
1,15,14,36,29
1,15,15,29,28
1,15,16,28,33
1,15,17,33,33
1,15,18,33,35
1,15,19,35,33
1,15,20,33,37
1,15,21,37,33
1,15,22,33,37
1,15,23,37,35
1,15,24,35,39
1,15,25,39,38
1,15,26,38,42
1,15,27,42,43
1,15,28,43,41
1,15,29,41,44
1,15,30,44,45
1,15,31,45,42
1,15,32,42,47
1,15,33,47,41
1,15,34,41,47
1,15,35,47,42
1,15,36,42,32
1,15,37,32,34
1,15,38,34,37
1,15,39,37,31
1,15,40,31,40
1,15,41,40,34
1,15,42,34,31
1,15,43,31,30
1,15,44,30,36
1,15,45,36,33
1,15,46,33,32
1,15,47,32,31
1,15,48,31,39
1,15,49,39,35
1,15,50,35,36
1,15,51,36,41
1,15,52,41,36
1,15,53,36,38
1,15,54,38,37
1,15,55,37,40
1,15,56,40,41
1,15,57,41,36
1,15,58,36,35
1,15,59,35,37
1,16,0,37,49
1,16,1,49,47
1,16,2,47,48
1,16,3,48,49
1,16,4,49,46
1,16,5,46,40
1,16,6,40,46
1,16,7,46,44
1,16,8,44,47
1,16,9,47,50
1,16,10,50,46
1,16,11,46,44
1,16,12,44,35
1,16,13,35,44
1,16,14,44,39
1,16,15,39,41
1,16,16,41,42
1,16,17,42,39
1,16,18,39,42
1,16,19,42,35
1,16,20,35,42
1,16,21,42,40
1,16,22,40,36
1,16,23,36,42
1,16,24,42,44
1,16,25,44,47
1,16,26,47,46
1,16,27,46,43
1,16,28,43,49
1,16,29,49,46
1,16,30,46,47
1,16,31,47,54
1,16,32,54,53
1,16,33,53,48
1,16,34,48,53
1,16,35,53,47
1,16,36,47,60
1,16,37,60,59
1,16,38,59,64
1,16,39,64,57
1,16,40,57,61
1,16,41,61,59
1,16,42,59,65
1,16,43,65,68
1,16,44,68,68
1,16,45,68,65
1,16,46,65,63
1,16,47,63,70
1,16,48,70,60
1,16,49,60,61
1,16,50,61,66
1,16,51,66,64
1,16,52,64,64
1,16,53,64,62
1,16,54,62,51
1,16,55,51,51
1,16,56,51,45
1,16,57,45,47
1,16,58,47,49
1,16,59,49,53
1,17,0,53,41
1,17,1,41,40
1,17,2,40,40
1,17,3,40,47
1,17,4,47,43
1,17,5,43,41
